perfil;documento;cnpj_basico;uf;municipio_ibge;cultura_referencia;divida_ativa_total;divida_ativa_ajuizada;n_inscricoes;divida_ativa_corresponsavel;delta_divida_2_trimestres;flag_divida_previdenciaria;flag_divida_fgts;idade_empresa_meses;capital_social;porte;natureza_juridica;situacao_cadastral;flag_situacao_irregular;cnae_principal;flag_cnae_agro;n_filiais;n_socios;n_empresas_do_socio;n_empresas_do_socio_com_divida_ativa;n_empresas_do_socio_inaptas;n_autos_infracao;valor_multas_ambientais;flag_embargo_ativo;area_embargada_ha;volume_credito_rural_municipio;n_contratos_municipio;ticket_medio_municipio;credito_por_hectare_municipio;acionamentos_proagro_municipio;produtividade_municipal_cultura;desvio_produtividade_vs_media_5a;area_plantada_municipio_cultura;precipitacao_acumulada_ciclo;precipitacao_vs_normal_climatologica;dias_secos_consecutivos_max;anomalia_na_fase_critica;n_protestos_ativos;valor_total_protestado;dias_desde_protesto_mais_recente;n_cartorios_distintos
divida_ativa;05306725000126;05306725;CE;2304400;soja;2077.54;0.0;1;0.0;43.29;False;False;598;0.0;05;2054;02;False;0151201;True;0;3;0;0;0;0;0.0;False;0.0;3077521.0;1;3077521.0;;;;;;;;;;;;;
grupo_societario;00858929000156;00858929;AL;2704302;soja;0.0;0.0;0;0.0;0.0;False;False;371;6098460.0;05;2062;02;False;0151201;True;0;6;3;0;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;
grupo_societario;08418802000128;08418802;AL;2707107;soja;0.0;0.0;0;0.0;0.0;False;False;238;33446.82;05;2143;02;False;0159801;True;0;7;3;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
grupo_societario;08203800000111;08203800;BA;2908200;soja;0.0;0.0;0;0.0;0.0;False;False;241;10000.0;05;2062;02;False;0152102;True;0;2;3;1;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;
grupo_societario;07332664000105;07332664;BA;2933307;soja;0.0;0.0;0;0.0;0.0;False;False;257;45000.0;03;2062;02;False;0230600;True;0;2;3;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
grupo_societario;01145106000146;01145106;BA;2918407;soja;0.0;0.0;0;0.0;0.0;False;False;365;37188447.0;05;2062;02;False;0132600;True;1;2;12;0;0;0;0.0;False;0.0;4500000.0;1;4500000.0;;;;;;;;;;;;;
grupo_societario;07192613000117;07192613;BA;2911105;soja;0.0;0.0;0;0.0;0.0;False;False;260;97470811.0;05;2062;02;False;0112101;True;0;3;5;0;0;0;0.0;False;0.0;98357885.45;18;5464326.97;7610.75;;3816.0;0.0025;513318.0;577.4;-0.275;10;-0.6399;;;;
grupo_societario;06965529000126;06965529;CE;2305233;soja;0.0;0.0;0;0.0;0.0;False;False;606;0.0;05;2046;02;False;0151202;True;0;2;4;2;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
grupo_societario;13511875000108;13511875;ES;3201001;soja;0.0;0.0;0;0.0;0.0;False;False;185;10000.0;05;2062;02;False;0113000;True;0;4;25;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
grupo_societario;15047728000146;15047728;ES;3203056;soja;0.0;0.0;0;0.0;0.0;False;False;176;334000.0;05;2062;02;False;0210101;True;0;8;24;0;0;0;0.0;False;0.0;2265679.37;5;453135.87;42676.5;;;;;;;;;;;;
grupo_societario;00991052000177;00991052;GO;5201504;soja;0.0;0.0;0;0.0;0.0;False;False;370;0.0;05;2062;02;False;0151201;True;0;2;3;1;1;0;0.0;False;0.0;;;;;;3200.0;-0.0313;35000.0;;;;;;;;
grupo_societario;17857513000116;17857513;GO;5208608;soja;0.0;0.0;0;0.0;0.0;False;False;161;650000.0;05;2062;02;False;0139306;True;0;8;6;2;0;0;0.0;False;0.0;;;;;;3600.0;0.1726;3200.0;;;;;;;;
grupo_societario;12642804000173;12642804;GO;5202601;soja;0.0;0.0;0;0.0;0.0;False;False;191;14553000.0;05;2062;02;False;0139306;True;0;5;6;0;1;0;0.0;False;0.0;;;;;;3000.0;-0.1935;1000.0;;;;;;;;
grupo_societario;07810063000152;07810063;MA;2107407;soja;0.0;0.0;0;0.0;0.0;False;False;248;250000.0;03;2062;02;False;0151201;True;0;3;3;1;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
grupo_societario;06699599000180;06699599;MA;2101251;soja;0.0;0.0;0;0.0;0.0;False;False;375;10288587.76;05;2054;02;False;0155501;True;0;1;4;2;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;
grupo_societario;18273331000160;18273331;MG;3168309;soja;0.0;0.0;0;0.0;0.0;False;False;159;1052000.0;05;2062;02;False;0151201;True;0;3;10;0;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;
grupo_societario;05750296000181;05750296;MG;3170107;soja;0.0;0.0;0;0.0;0.0;False;False;278;1485590.0;01;2062;02;False;0115600;True;0;1;4;0;0;0;0.0;False;0.0;12677196.12;13;975168.93;7580.39;;3627.0;-0.025;90280.0;;;;;;;;
grupo_societario;04783071000169;04783071;MG;3126604;soja;0.0;0.0;0;0.0;0.0;False;False;298;352000.0;05;2062;02;False;0162899;True;1;3;3;1;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
grupo_societario;17019167000105;17019167;MG;3128105;soja;0.0;0.0;0;0.0;0.0;False;False;540;520574.0;05;2054;02;False;0159899;True;0;2;6;0;0;0;0.0;False;0.0;;;;;;3840.0;0.0159;4500.0;;;;;;;;
grupo_societario;05234285000149;05234285;MS;5002704;soja;0.0;0.0;0;0.0;0.0;False;False;290;1000000.0;01;2062;02;False;0162899;True;0;2;3;0;0;0;0.0;False;0.0;23499316.85;19;1236806.15;3923.49;;3618.0;0.0696;127634.0;;;;;;;;
grupo_societario;12481434000130;12481434;MS;5003751;soja;0.0;0.0;0;0.0;0.0;False;False;192;3048000.0;05;2240;02;False;0115600;True;0;2;3;0;0;0;0.0;False;0.0;8284307.6;11;753118.87;6898.29;;2100.0;-0.0019;25000.0;;;;;;;;
limpo;14474880000142;14474880;AL;2704302;soja;0.0;0.0;0;0.0;0.0;False;False;179;100000.0;01;2062;02;False;0151201;True;0;1;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
limpo;16482960000175;16482960;BA;2926608;soja;0.0;0.0;0;0.0;0.0;False;False;458;0.0;05;2143;02;False;0161099;True;0;6;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
limpo;08605188000103;08605188;CE;2304400;soja;0.0;0.0;0;0.0;0.0;False;False;236;8000.0;01;2135;02;False;0122900;True;0;0;0;0;0;0;0.0;False;0.0;3077521.0;1;3077521.0;;;;;;;;;;;;;
limpo;14566857000188;14566857;MG;3145604;soja;0.0;0.0;0;0.0;0.0;False;False;178;150000.0;01;2062;02;False;0162801;True;0;2;1;0;0;0;0.0;False;0.0;1000000.0;1;1000000.0;;;3600.0;-0.0164;450.0;;;;;;;;
limpo;13194672000127;13194672;MT;5106273;soja;0.0;0.0;0;0.0;0.0;False;False;188;40000.0;01;2062;02;False;0151201;True;0;2;1;0;0;0;0.0;False;0.0;3000000.0;3;1000000.0;4216.21;;3150.0;-0.0353;10000.0;;;;;;;;
limpo;07240065000153;07240065;RS;4303905;soja;0.0;0.0;0;0.0;0.0;False;False;259;10000.0;05;2062;02;False;0152102;True;0;2;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
limpo;08548650000188;08548650;SP;3542602;soja;0.0;0.0;0;0.0;0.0;False;False;237;0.0;05;4120;02;False;0133402;True;0;0;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
limpo;08292812000160;08292812;SP;3532827;soja;0.0;0.0;0;0.0;0.0;False;False;240;0.0;05;4120;02;False;0111302;True;0;2;0;0;0;0;0.0;False;0.0;;;;;;3530.0;-0.1243;200.0;;;;;;;;
limpo;08416857000107;08416857;SP;3553401;soja;0.0;0.0;0;0.0;0.0;False;False;239;0.0;05;4120;02;False;0151201;True;0;2;0;0;0;0;0.0;False;0.0;;;;;;2400.0;-0.2593;3000.0;;;;;;;;
limpo;10257125000155;10257125;SP;3525904;soja;0.0;0.0;0;0.0;0.0;False;False;217;0.0;05;4120;02;False;0121101;True;0;2;0;0;0;0;0.0;False;0.0;7000000.0;2;3500000.0;;;;;;;;;;;;;
limpo;09285264000103;09285264;SP;3519907;soja;0.0;0.0;0;0.0;0.0;False;False;225;0.0;05;4120;02;False;0115600;True;0;0;0;0;0;0;0.0;False;0.0;690000.0;1;690000.0;;;2243.0;-0.3286;21000.0;;;;;;;;
limpo;08972647000197;08972647;SP;3502309;soja;0.0;0.0;0;0.0;0.0;False;False;230;0.0;05;4120;02;False;0151201;True;0;0;0;0;0;0;0.0;False;0.0;;;;;;2038.0;-0.0295;520.0;;;;;;;;
limpo;17212418000165;17212418;SP;3554953;soja;0.0;0.0;0;0.0;0.0;False;False;166;0.0;05;4120;02;False;0151202;True;0;0;0;0;0;0;0.0;False;0.0;;;;;;4000.0;;200.0;;;;;;;;
limpo;13698607000139;13698607;SP;3534500;soja;0.0;0.0;0;0.0;0.0;False;False;184;0.0;05;4120;02;False;0151201;True;0;0;0;0;0;0;0.0;False;0.0;14000000.0;6;2333333.33;;;3600.0;-0.0114;100.0;;;;;;;;
limpo;12248882000198;12248882;SP;3533007;soja;0.0;0.0;0;0.0;0.0;False;False;194;0.0;05;4120;02;False;0151201;True;0;0;0;0;0;0;0.0;False;0.0;;;;;;3600.0;0.0465;1500.0;;;;;;;;
limpo;08544714000172;08544714;SP;3509403;soja;0.0;0.0;0;0.0;0.0;False;False;237;0.0;05;4120;02;False;0134200;True;0;0;0;0;0;0;0.0;False;0.0;;;;;;3360.0;0.0;3500.0;;;;;;;;
limpo;08372813000114;08372813;SP;3515152;soja;0.0;0.0;0;0.0;0.0;False;False;239;0.0;05;4120;02;False;0116499;True;1;0;0;0;0;0;0.0;False;0.0;;;;;;4200.0;0.2281;620.0;;;;;;;;
limpo;11187244000141;11187244;SP;3543907;soja;0.0;0.0;0;0.0;0.0;False;False;204;0.0;05;4120;02;False;0151201;True;0;0;0;0;0;0;0.0;False;0.0;;;;;;2500.0;0.0;200.0;;;;;;;;
limpo;11007321000134;11007321;SP;3537305;soja;0.0;0.0;0;0.0;0.0;False;False;206;0.0;05;4120;02;False;0113000;True;0;0;0;0;0;0;0.0;False;0.0;;;;;;2400.0;-0.1489;4800.0;;;;;;;;
limpo;08063464000159;08063464;SP;3506409;soja;0.0;0.0;0;0.0;0.0;False;False;243;0.0;05;4120;02;False;0151201;True;0;2;0;0;0;0;0.0;False;0.0;;;;;;2100.0;-0.2391;1013.0;;;;;;;;
passivo_ambiental_auto;17453652000184;17453652;AM;1300144;soja;4848.63;0.0;1;0.0;70.63;False;False;164;200000.0;01;2062;02;False;0220999;True;0;1;1;0;1;1;1000.0;False;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_auto;04802370000101;04802370;AP;1600600;soja;1783991.01;1783991.01;1;0.0;18721.2;False;False;298;0.0;05;2062;08;True;0210107;True;0;2;0;0;0;12;397198.8;False;0.0;;;;;;2610.0;1.175;200.0;;;;;;;;
passivo_ambiental_auto;03785640000142;03785640;BA;2908101;soja;0.0;0.0;0;0.0;0.0;False;False;316;768068328.0;05;2054;02;False;0115600;True;1;4;2;0;0;5;3398000.0;False;0.0;;;;;;3495.0;0.0047;17000.0;;;;;;;;
passivo_ambiental_auto;13060884000111;13060884;BA;2927408;soja;0.0;0.0;0;0.0;0.0;False;False;532;0.0;01;2062;08;True;0135100;True;0;4;3;0;0;1;4050.0;False;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_auto;13120027000160;13120027;BA;2932903;soja;16178169.55;16133450.52;12;7846625.0;142396.72;False;False;529;0.0;05;2054;08;True;0321302;True;0;1;5;3;1;1;30000.0;False;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_auto;13955091000160;13955091;BA;2918555;soja;0.0;0.0;0;0.0;0.0;False;False;487;162020.0;01;2062;02;False;0135100;True;1;6;4;0;1;1;850.0;False;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_auto;14103667000124;14103667;BA;2903300;soja;0.0;0.0;0;0.0;0.0;False;False;612;7778794.71;05;2062;08;True;0135100;True;0;3;1;1;0;1;0.0;False;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_auto;14795397000160;14795397;BA;2918555;soja;0.0;0.0;0;0.0;0.0;False;False;484;45000.0;01;2062;02;False;0135100;True;0;5;3;0;0;1;600.0;False;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_auto;03195697000191;03195697;BA;2919553;soja;474120.23;88432.59;27;0.0;5748.2;True;False;327;86000.0;01;2062;02;False;0161001;True;0;2;0;0;0;1;100000.0;False;0.0;5769000.0;2;2884500.0;;;4190.0;0.0111;221116.0;670.5;-0.3328;10;-0.6008;;;;
passivo_ambiental_auto;05169257000195;05169257;CE;2301109;soja;1920.98;0.0;1;0.0;22.51;False;True;291;100000.0;01;2062;08;True;0322107;True;0;2;6;3;0;2;9000.0;False;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_auto;04634740000130;04634740;CE;2300200;soja;0.0;0.0;0;0.0;0.0;False;False;301;0.0;05;2062;02;False;0321302;True;0;3;0;0;0;1;3636.0;False;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_auto;05060962000150;05060962;CE;2304400;soja;0.0;0.0;0;0.0;0.0;False;False;292;0.0;01;2062;04;True;0321302;True;0;3;10;3;0;1;3000.0;False;0.0;3077521.0;1;3077521.0;;;;;;;;;;;;;
passivo_ambiental_auto;05903522000117;05903522;CE;2300200;soja;238832.13999999998;0.0;21;0.0;21084.32;False;False;284;150000.0;01;2062;02;False;0321302;True;0;1;0;0;0;1;1500.0;False;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_auto;02356640000164;02356640;GO;5214606;soja;0.0;0.0;0;0.0;0.0;False;False;588;7501283.0;05;2062;02;False;0115600;True;0;6;7;0;0;2;1608.0;False;0.0;1891268.0;2;945634.0;;;3600.0;0.0811;70000.0;;;;;;;;
passivo_ambiental_auto;02770212000183;02770212;GO;5208707;soja;51057.73;0.0;2;0.0;373.26;False;False;540;5000.0;01;2062;02;False;0322104;True;0;1;0;0;0;1;617.0;False;0.0;75000000.0;1;75000000.0;;;3851.0;0.0666;2984.0;;;;;;;;
passivo_ambiental_auto;02160331000114;02160331;GO;5208707;soja;384537.94000000006;259650.66000000003;8;0.0;2438.72;True;True;640;5423072.0;05;2054;02;False;0151201;True;0;2;0;0;0;1;4960.0;False;0.0;75000000.0;1;75000000.0;;;3851.0;0.0666;2984.0;;;;;;;;
passivo_ambiental_auto;02233732000157;02233732;GO;5218508;soja;31000476.43;29797037.51;78;0.0;-698836.84;True;False;599;0.0;05;2143;02;False;0161099;True;4;2;1;0;0;2;2501.0;False;0.0;2600000.0;1;2600000.0;;;2700.0;-0.1493;45000.0;;;;;;;;
passivo_ambiental_auto;15207497000190;15207497;GO;5207907;soja;0.0;0.0;0;0.0;0.0;False;False;174;4279252.26;05;2062;02;False;0151201;True;0;2;0;0;0;1;132000.0;False;0.0;2100000.0;1;2100000.0;;;2760.0;-0.1623;5850.0;;;;;;;;
passivo_ambiental_auto;04492323000109;04492323;GO;5217708;soja;0.0;0.0;0;0.0;0.0;False;False;303;93700.0;01;2062;02;False;0161003;True;0;1;1;0;0;1;1800.0;False;0.0;;;;;;3500.0;0.0;34000.0;;;;;;;;
passivo_ambiental_auto;00071815000161;00071815;GO;5205471;soja;0.0;0.0;0;0.0;0.0;False;False;388;179195278.0;05;2062;02;False;0141501;True;3;3;19;0;0;1;6750.0;False;0.0;2600000.0;4;650000.0;;;3250.0;-0.1258;101000.0;;;;;;;;
passivo_ambiental_embargo;12430668000158;12430668;AC;1200609;soja;77763.01000000001;0.0;10;0.0;48826.03;False;False;193;6000000.0;01;2062;02;False;0151201;True;0;1;0;0;0;1;1060000.0;True;211.6722;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;07547685000130;07547685;BA;2932705;soja;0.0;0.0;0;0.0;0.0;False;False;253;100000.0;01;2062;02;False;0122900;True;0;1;1;0;1;1;50000.0;True;3.1256;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;08708070000100;08708070;BA;2922904;soja;0.0;0.0;0;0.0;0.0;False;False;235;1182000.0;05;2062;02;False;0161003;True;0;8;8;1;0;2;813000.0;True;812.2560000000001;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;11273668000129;11273668;BA;2926400;soja;0.0;0.0;0;0.0;0.0;False;False;203;15000.0;01;2135;04;True;0220902;True;0;0;0;0;0;2;4426690.0;True;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;10207542000193;10207542;BA;2914307;soja;0.0;0.0;0;0.0;0.0;False;False;218;0.0;05;3999;02;False;0161099;True;0;1;0;0;0;1;10200.0;True;3.1256;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;13420627000143;13420627;BA;2923704;soja;0.0;0.0;0;0.0;0.0;False;False;186;18000.0;01;2062;08;True;0220902;True;0;2;0;0;0;1;1782000.0;True;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;07779836000185;07779836;BA;2906303;soja;0.0;0.0;0;0.0;0.0;False;False;258;300000.0;01;2062;08;True;0321302;True;0;2;1;0;0;5;301450.0;True;1.15;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;14038889000100;14038889;BA;2907400;soja;0.0;0.0;0;0.0;0.0;False;False;466;56000.0;01;2062;02;False;0322101;True;0;2;3;0;0;1;35000.0;True;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;05576383000164;05576383;BA;2909703;soja;0.0;0.0;0;0.0;0.0;False;False;282;20000.0;01;2062;04;True;0230600;True;0;2;0;0;0;4;42400.0;True;0.0;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;12462788000137;12462788;CE;2303709;soja;11352.22;0.0;1;0.0;151.21;False;False;194;15000.0;01;2135;08;True;0322102;True;0;0;0;0;0;1;5000.0;True;2.8557;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;05211193000143;05211193;CE;2301109;soja;0.0;0.0;0;0.0;0.0;False;False;292;0.0;01;2062;04;True;0321302;True;0;3;3;1;1;1;45000.0;True;44.2782;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;05835316000117;05835316;CE;2303907;soja;0.0;0.0;0;0.0;0.0;False;False;278;150000.0;01;2062;04;True;0321302;True;0;2;1;0;1;2;130000.0;True;8.6917;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;06281425000100;06281425;CE;2301109;soja;0.0;0.0;0;0.0;0.0;False;False;268;300000.0;03;2062;02;False;0321302;True;0;2;4;0;0;5;106144.0;True;7.3923;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;16824937000111;16824937;CE;2306207;soja;150379.32;0.0;26;0.0;-1030.4;True;False;169;50000.0;01;2135;08;True;0321302;True;0;0;0;0;0;2;13500.0;True;9.5964;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;05497596000109;05497596;CE;2306405;soja;0.0;0.0;0;0.0;0.0;False;False;287;0.0;01;2062;04;True;0321302;True;0;3;0;0;0;6;25100.0;True;11.3434;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;05811246000167;05811246;CE;2306405;soja;0.0;0.0;0;0.0;0.0;False;False;277;701000.0;01;2062;08;True;0133405;True;0;1;0;0;0;1;82500.0;True;14.4359;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;10465860000154;10465860;CE;2313401;soja;0.0;0.0;0;0.0;0.0;False;False;214;15000.0;01;2135;08;True;0111302;True;0;0;0;0;0;1;51300.0;True;199.9316;;;;;;3301.0;0.0105;605.0;;;;;;;;
passivo_ambiental_embargo;04024060000103;04024060;CE;2300200;soja;209457.74000000002;209457.74000000002;6;0.0;2993.1;False;False;314;660000.0;03;2062;02;False;0321302;True;0;2;4;1;0;4;21100.0;True;54.4414;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;02275894000158;02275894;CE;2306553;soja;0.0;0.0;0;0.0;0.0;False;False;345;0.0;05;2054;02;False;0322101;True;0;5;4;0;0;3;2050.0;True;42.6336;;;;;;;;;;;;;;;;
passivo_ambiental_embargo;07984978000184;07984978;CE;2301109;soja;2153764.25;1545436.05;15;0.0;30758.15;True;True;245;40000.0;03;2062;04;True;0321302;True;0;1;0;0;0;4;37800.0;True;7.508299999999999;;;;;;;;;;;;;;;;
situacao_irregular;03657233000150;03657233;AC;1200401;soja;0.0;0.0;0;0.0;0.0;False;False;319;0.0;05;2062;08;True;0134200;True;0;2;0;0;0;0;0.0;False;0.0;;;;;;3400.0;-0.0186;1660.0;;;;;;;;
situacao_irregular;07264581000118;07264581;AM;1302702;soja;0.0;0.0;0;0.0;0.0;False;False;259;0.0;01;2135;04;True;0155505;True;0;0;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
situacao_irregular;11077165000188;11077165;AM;1302504;soja;0.0;0.0;0;0.0;0.0;False;False;205;80000.0;01;2135;08;True;0155505;True;0;0;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
situacao_irregular;08081539000124;08081539;BA;2914604;soja;0.0;0.0;0;0.0;0.0;False;False;243;60000.0;01;2062;08;True;0152102;True;0;2;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
situacao_irregular;05814595000132;05814595;CE;2301109;soja;0.0;0.0;0;0.0;0.0;False;False;577;0.0;01;2062;04;True;0210105;True;0;4;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
situacao_irregular;00489471000105;00489471;CE;2307601;soja;0.0;0.0;0;0.0;0.0;False;False;378;0.0;01;2062;04;True;0116499;True;0;2;1;0;0;0;0.0;False;0.0;;;;;;4153.0;0.1872;1468.0;;;;;;;;
situacao_irregular;15546180000189;15546180;CE;2310704;soja;0.0;0.0;0;0.0;0.0;False;False;172;40000.0;01;2062;08;True;0322101;True;0;2;2;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
situacao_irregular;06917603000139;06917603;CE;2304400;soja;0.0;0.0;0;0.0;0.0;False;False;521;2000.0;05;2054;04;True;0133405;True;0;2;0;0;0;0;0.0;False;0.0;3077521.0;1;3077521.0;;;;;;;;;;;;;
situacao_irregular;07122625000175;07122625;CE;2304400;soja;0.0;0.0;0;0.0;0.0;False;False;526;0.0;05;2062;08;True;0210101;True;0;0;0;0;0;0;0.0;False;0.0;3077521.0;1;3077521.0;;;;;;;;;;;;;
